-
AT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113220|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113228|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113228|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113228|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113228|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017113228|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 55 para a SEFAZ
20201017113228|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113249|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017113249|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017113249|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017113249|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017113250|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017113250|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017113250|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017113250|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017113250|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017113250|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017113250|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017113250|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017113250|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017113250|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3699
20201017113250|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017113250|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017113250|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017113252|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113252|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113252|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017113252|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113259|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017113259|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017113259|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017113300|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113312|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113312|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113312|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113312|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113320|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017113320|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017113320|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113320|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113332|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113333|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113333|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113333|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017113333|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 56 para a SEFAZ
20201017113333|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113340|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017113340|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017113340|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113340|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113353|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113353|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113353|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113353|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113400|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017113400|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017113400|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113400|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017113400|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017113400|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017113400|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017113400|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017113400|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017113401|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017113401|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017113401|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017113401|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017113401|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3699
20201017113401|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017113401|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017113401|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017113410|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017113410|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017113410|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017113411|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113413|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113413|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113413|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113413|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113433|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113433|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113433|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113433|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017113433|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 57 para a SEFAZ
20201017113438|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113441|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017113441|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017113441|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017113441|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113456|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 30
20201017113456|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Error observed by underlying SSL/TLS BIO: Connection reset by peer
20201017113456|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect error in tcp_connect()
20201017113456|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113501|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017113501|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017113501|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113501|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113517|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113517|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113517|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113517|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113525|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017113525|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017113525|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017113525|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017113525|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017113525|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017113525|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017113525|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017113525|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017113525|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017113525|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017113525|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017113525|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017113525|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3699
20201017113525|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017113525|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017113525|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017113534|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017113534|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017113534|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017113535|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113537|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113537|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113537|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113537|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017113537|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 58 para a SEFAZ
20201017113542|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113556|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017113556|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017113556|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113556|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113603|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113603|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113603|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113603|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113616|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017113616|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017113616|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113616|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113624|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113624|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113624|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113624|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113637|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017113637|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017113637|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113637|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017113637|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017113637|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017113637|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017113637|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017113637|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017113637|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017113637|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017113637|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017113637|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017113637|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3699
20201017113637|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017113637|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017113637|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017113644|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113644|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113644|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113644|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017113644|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 59 para a SEFAZ
20201017113645|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113646|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017113646|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017113646|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017113647|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113648|SAT|info|nvl 2:(CFeRetRecepcao) nenhum lote pendente de verificacao na SEFAZ
20201017113705|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113705|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113705|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113705|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113710|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017113710|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017113710|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017113710|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113725|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113725|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113725|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113725|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113731|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017113731|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017113731|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113731|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113749|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113749|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113749|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017113749|SAT-SEFAZ|erro|nvl 0:(CFeRecepcao) falha de comunicacao com a SEFAZ
20201017113749|SAT|info|nvl 2:(CFeRecepcao) falha no envio do lote de movimento 60 para a SEFAZ
20201017113754|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113755|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017113755|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017113755|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017113755|SEFAZ-SAT|erro|nvl 0:(CFeStatus) nao foi possivel estabelecer conexao com a SEFAZ
20201017113755|SAT-SEFAZ|erro|nvl 0:(CFeStatus) falha de comunicacao com a SEFAZ
20201017113755|SAT|info|nvl 2:(CFeStatus) aguarda proxima verificacao (tempo:050300)
20201017113755|SAT|info|nvl 2:(diagnostico) tipo LAN: IPFIX
20201017113755|SAT|info|nvl 2:(diagnostico) IP: 010.010.010.202
20201017113755|SAT|info|nvl 2:(diagnostico) IP mascara: 255.255.255.000
20201017113755|SAT|info|nvl 2:(diagnostico) IP gateway: 010.010.010.252
20201017113755|SAT|info|nvl 2:(diagnostico) MAC: 02:01:00:94:12:35
20201017113755|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.105.186.005
20201017113755|SAT|info|nvl 2:(diagnostico) Servidor DNS: 010.106.068.066
20201017113755|SAT|info|nvl 2:(diagnostico) cupons pendentes de transmissao: 3699
20201017113755|SAT|info|nvl 2:(diagnostico) cupons pendentes de verificação: 0
20201017113755|SAT|info|nvl 2:(diagnostico) estado de operacao: desbloqueado
20201017113755|SAT|info|nvl 2:(diagnostico) 0x01cc
20201017113804|SAT|erro|nvl 0:falha no acesso NTP, servidor nao encontrado
20201017113804|SAT|erro|nvl 1:falha na sincronizacao do relogio
20201017113804|SAT|info|nvl 2:(CFeStatus) forcado envio de status para a SEFAZ
20201017113805|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113814|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113814|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Timeout
20201017113814|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: connect failed in tcp_connect()
20201017113814|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113817|SAT|info|nvl 2:(diagnostico) conexao via ETHE sendo estabelecida.
20201017113823|SAT|info|nvl 2:(diagnostico) conexao via ETHE sendo estabelecida.
20201017113826|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017113826|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Timeout
20201017113826|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: SSL_connect failed in tcp_connect()
20201017113826|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113830|SAT|info|nvl 2:(diagnostico) conexao via ETHE sendo estabelecida.
20201017113836|SAT|info|nvl 2:(diagnostico) conexao via ETHE sendo estabelecida.
20201017113843|SAT|info|nvl 2:(diagnostico) conexao via ETHE sendo estabelecida.
20201017113845|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
20201017113845|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: motivo: Host not found
20201017113845|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: detail: get host by name failed in tcp_connect()
20201017113845|SAT-SEFAZ|info|nvl 2:(CFeRecepcao):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeRecepcao/CfeRecepcao.asmx
20201017113850|SAT|info|nvl 2:(diagnostico) conexao via ETHE sendo estabelecida.
20201017113856|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: codigo: 28
20201017113856|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: motivo: Host not found
20201017113856|SEFAZ-SAT|erro|nvl 0:(CFeStatus) diagnostico SOAP: detail: get host by name failed in tcp_connect()
20201017113856|SAT-SEFAZ|info|nvl 2:(CFeStatus):0.08 acessado o webservice https://wssatsp.fazenda.sp.gov.br:443/CfeStatus/CfeStatus.asmx
20201017113856|SAT|info|nvl 2:(diagnostico) conexao via ETHE sendo estabelecida.
20201017113903|SAT|info|nvl 2:(diagnostico) conexao via ETHE sendo estabelecida.
20201017113910|SAT|info|nvl 2:(diagnostico) conexao via ETHE sendo estabelecida.
20201017113916|SEFAZ-SAT|erro|nvl 0:(CFeRecepcao) diagnostico SOAP: codigo: 28
